"Lung"	"Spleen"	"value"
"686"	"cd4.positive..alpha.beta.t.cell"	"nk.cell"	0.0127659574468085
"364"	"mesothelial.cell"	"innate.lymphoid.cell"	0.012720156555773
"135"	"macrophage"	"cd8.positive..alpha.beta.t.cell"	0.0127005347593583
"200"	"capillary.aerocyte"	"classical.monocyte"	0.012621359223301
"326"	"mesothelial.cell"	"hematopoietic.stem.cell"	0.0126112759643917
"234"	"basal.cell"	"endothelial.cell"	0.0125342734038386
"261"	"serous.cell.of.epithelium.of.bronchus"	"endothelial.cell"	0.0125284738041002
"388"	"bronchial.smooth.muscle.cell"	"intermediate.monocyte"	0.0124895920066611
"124"	"capillary.aerocyte"	"cd8.positive..alpha.beta.t.cell"	0.012450481041313
"310"	"basal.cell"	"hematopoietic.stem.cell"	0.0123660346248969
"235"	"basophil"	"endothelial.cell"	0.0123504438440756
"141"	"pericyte.cell"	"cd8.positive..alpha.beta.t.cell"	0.0122636688809402
"655"	"bronchial.vessel.endothelial.cell"	"neutrophil"	0.0122448979591837
"345"	"adventitial.cell"	"innate.lymphoid.cell"	0.012241054613936
"799"	"cd8.positive..alpha.beta.t.cell"	"platelet"	0.0121703853955375
"341"	"vascular.associated.smooth.muscle.cell"	"hematopoietic.stem.cell"	0.0121328224776501
"303"	"vascular.associated.smooth.muscle.cell"	"erythrocyte"	0.0121155638397018
"389"	"bronchial.vessel.endothelial.cell"	"intermediate.monocyte"	0.012
"486"	"pulmonary.ionocyte"	"mature.nk.t.cell"	0.0119914346895075
"881"	"basophil"	"type.i.nk.t.cell"	0.011986301369863
"317"	"club.cell"	"hematopoietic.stem.cell"	0.011965811965812
"290"	"neutrophil"	"erythrocyte"	0.0119363395225464
"21"	"macrophage"	"cd1c.positive.myeloid.dendritic.cell"	0.0118421052631579
"279"	"club.cell"	"erythrocyte"	0.0118168389955687
"873"	"vascular.associated.smooth.muscle.cell"	"regulatory.t.cell"	0.0117773019271949
"438"	"lung.microvascular.endothelial.cell"	"macrophage"	0.0115789473684211
"414"	"smooth.muscle.cell"	"intermediate.monocyte"	0.0114942528735632
"217"	"pericyte.cell"	"classical.monocyte"	0.0114660114660115
"125"	"capillary.endothelial.cell"	"cd8.positive..alpha.beta.t.cell"	0.011441647597254
"8"	"bronchial.smooth.muscle.cell"	"cd1c.positive.myeloid.dendritic.cell"	0.0114345114345114
"194"	"alveolar.fibroblast"	"classical.monocyte"	0.0114285714285714
"836"	"vein.endothelial.cell"	"platelet"	0.0114285714285714
"650"	"alveolar.fibroblast"	"neutrophil"	0.0113851992409867
"684"	"vein.endothelial.cell"	"neutrophil"	0.0113293051359517
"219"	"plasmacytoid.dendritic.cell"	"classical.monocyte"	0.0113085621970921
"721"	"vascular.associated.smooth.muscle.cell"	"nk.cell"	0.0112994350282486
"378"	"type.ii.pneumocyte"	"innate.lymphoid.cell"	0.0112936344969199
"533"	"cd8.positive..alpha.beta.t.cell"	"naive.b.cell"	0.0112781954887218
"623"	"endothelial.cell.of.artery"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.0112676056338028
"269"	"adventitial.cell"	"erythrocyte"	0.0111607142857143
"849"	"club.cell"	"regulatory.t.cell"	0.0111524163568773
"185"	"serous.cell.of.epithelium.of.bronchus"	"cd141.positive.myeloid.dendritic.cell"	0.0110957004160888
"381"	"cd8.positive..alpha.beta.t.cell"	"intermediate.monocyte"	0.011090573012939
"485"	"plasmacytoid.dendritic.cell"	"mature.nk.t.cell"	0.0110658124635993
"179"	"pericyte.cell"	"cd141.positive.myeloid.dendritic.cell"	0.011063829787234
"903"	"plasmacytoid.dendritic.cell"	"type.i.nk.t.cell"	0.0110593713620489
"7"	"basophil"	"cd1c.positive.myeloid.dendritic.cell"	0.0110497237569061
"470"	"dendritic.cell"	"mature.nk.t.cell"	0.0110497237569061
"893"	"lung.ciliated.cell"	"type.i.nk.t.cell"	0.011011011011011
"270"	"alveolar.fibroblast"	"erythrocyte"	0.010989010989011
"292"	"non.classical.monocyte"	"erythrocyte"	0.0109140518417462
"665"	"lung.ciliated.cell"	"neutrophil"	0.0109001406469761
"203"	"club.cell"	"classical.monocyte"	0.0108864696734059
"683"	"vascular.associated.smooth.muscle.cell"	"neutrophil"	0.0108820160366552
"35"	"type.i.pneumocyte"	"cd1c.positive.myeloid.dendritic.cell"	0.0108780108780109
"78"	"cd4.positive..alpha.beta.t.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0.010840108401084
"855"	"lung.ciliated.cell"	"regulatory.t.cell"	0.0108214461387113
"682"	"type.ii.pneumocyte"	"neutrophil"	0.0108181203515889
"281"	"endothelial.cell.of.artery"	"erythrocyte"	0.0107874865156419
"451"	"serous.cell.of.epithelium.of.bronchus"	"macrophage"	0.0107334525939177
"854"	"intermediate.monocyte"	"regulatory.t.cell"	0.0107033639143731
"562"	"pulmonary.ionocyte"	"naive.b.cell"	0.0106776180698152
"479"	"myofibroblast.cell"	"mature.nk.t.cell"	0.0106744298884037
"669"	"myofibroblast.cell"	"neutrophil"	0.0106602475928473
"249"	"macrophage"	"endothelial.cell"	0.0106382978723404
"618"	"capillary.aerocyte"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.0105882352941176
"319"	"endothelial.cell.of.artery"	"hematopoietic.stem.cell"	0.0105559465165376
"120"	"basal.cell"	"cd8.positive..alpha.beta.t.cell"	0.0105263157894737
"711"	"pericyte.cell"	"nk.cell"	0.0104417670682731
"33"	"serous.cell.of.epithelium.of.bronchus"	"cd1c.positive.myeloid.dendritic.cell"	0.0104166666666667
"309"	"b.cell"	"hematopoietic.stem.cell"	0.0103916866506795
"157"	"b.cell"	"cd141.positive.myeloid.dendritic.cell"	0.0103550295857988
"543"	"capillary.endothelial.cell"	"naive.b.cell"	0.0103305785123967
"879"	"b.cell"	"type.i.nk.t.cell"	0.0102915951972556
"19"	"lung.ciliated.cell"	"cd1c.positive.myeloid.dendritic.cell"	0.0102851799906498
"289"	"myofibroblast.cell"	"erythrocyte"	0.0102816271792579
"6"	"basal.cell"	"cd1c.positive.myeloid.dendritic.cell"	0.0101892285298399
"356"	"dendritic.cell"	"innate.lymphoid.cell"	0.0101580135440181
"871"	"type.i.pneumocyte"	"regulatory.t.cell"	0.0101437024513948
"366"	"neutrophil"	"innate.lymphoid.cell"	0.0101311084624553
"792"	"respiratory.mucous.cell"	"plasmacytoid.dendritic.cell"	0.0101010101010101
"207"	"fibroblast"	"classical.monocyte"	0.0100931677018634
"189"	"vascular.associated.smooth.muscle.cell"	"cd141.positive.myeloid.dendritic.cell"	0.0100603621730382
"431"	"club.cell"	"macrophage"	0.0100603621730382
"165"	"club.cell"	"cd141.positive.myeloid.dendritic.cell"	0.0100502512562814
"754"	"respiratory.mucous.cell"	"plasma.cell"	0.01
"20"	"lung.microvascular.endothelial.cell"	"cd1c.positive.myeloid.dendritic.cell"	0.00998336106489185
"318"	"dendritic.cell"	"hematopoietic.stem.cell"	0.00989282769991756
"351"	"bronchial.vessel.endothelial.cell"	"innate.lymphoid.cell"	0.00988467874794069
"804"	"basal.cell"	"platelet"	0.00988467874794069
"852"	"endothelial.cell.of.lymphatic.vessel"	"regulatory.t.cell"	0.00988142292490119
"830"	"respiratory.mucous.cell"	"platelet"	0.009865005192108
"206"	"endothelial.cell.of.lymphatic.vessel"	"classical.monocyte"	0.00985828712261245
"454"	"type.ii.pneumocyte"	"macrophage"	0.0097864768683274
"503"	"bronchial.vessel.endothelial.cell"	"memory.b.cell"	0.0097799511002445
"550"	"intermediate.monocyte"	"naive.b.cell"	0.00977653631284916
"700"	"endothelial.cell.of.lymphatic.vessel"	"nk.cell"	0.00972053462940462
"853"	"fibroblast"	"regulatory.t.cell"	0.00970873786407767
"386"	"basal.cell"	"intermediate.monocyte"	0.00969827586206897
"897"	"myofibroblast.cell"	"type.i.nk.t.cell"	0.00968992248062015
"567"	"type.i.pneumocyte"	"naive.b.cell"	0.00963855421686747
"635"	"pericyte.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00960614793467819
"811"	"club.cell"	"platelet"	0.00956130483689539
"649"	"adventitial.cell"	"neutrophil"	0.00955414012738853
"275"	"bronchial.vessel.endothelial.cell"	"erythrocyte"	0.00955109837631328
"460"	"alveolar.fibroblast"	"mature.nk.t.cell"	0.00951086956521739
"576"	"basal.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00947867298578199
"473"	"fibroblast"	"mature.nk.t.cell"	0.00943783340172343
"184"	"respiratory.mucous.cell"	"cd141.positive.myeloid.dendritic.cell"	0.00938337801608579
"186"	"smooth.muscle.cell"	"cd141.positive.myeloid.dendritic.cell"	0.0093603744149766
"678"	"respiratory.mucous.cell"	"neutrophil"	0.00933333333333333
"45"	"basophil"	"cd4.positive..alpha.beta.memory.t.cell"	0.00932400932400932
"844"	"bronchial.smooth.muscle.cell"	"regulatory.t.cell"	0.00931315483119907
"193"	"adventitial.cell"	"classical.monocyte"	0.00926998841251448
"866"	"pulmonary.ionocyte"	"regulatory.t.cell"	0.00925536390408077
"467"	"capillary.endothelial.cell"	"mature.nk.t.cell"	0.00917431192660551
"766"	"basal.cell"	"plasmacytoid.dendritic.cell"	0.00913705583756345
"857"	"macrophage"	"regulatory.t.cell"	0.0091324200913242
"692"	"bronchial.smooth.muscle.cell"	"nk.cell"	0.00911854103343465
"278"	"classical.monocyte"	"erythrocyte"	0.00909090909090909
"176"	"neutrophil"	"cd141.positive.myeloid.dendritic.cell"	0.00908455625436757
"840"	"alveolar.fibroblast"	"regulatory.t.cell"	0.00906735751295337
"859"	"myofibroblast.cell"	"regulatory.t.cell"	0.00904761904761905
"745"	"myofibroblast.cell"	"plasma.cell"	0.0089919545669664
"348"	"basal.cell"	"innate.lymphoid.cell"	0.00898876404494382
"872"	"type.ii.pneumocyte"	"regulatory.t.cell"	0.00896860986547085
"136"	"mesothelial.cell"	"cd8.positive..alpha.beta.t.cell"	0.00895713371721049
"330"	"non.classical.monocyte"	"hematopoietic.stem.cell"	0.00895036615134255
"15"	"endothelial.cell.of.artery"	"cd1c.positive.myeloid.dendritic.cell"	0.00894854586129754
"205"	"endothelial.cell.of.artery"	"classical.monocyte"	0.00894854586129754
"702"	"intermediate.monocyte"	"nk.cell"	0.00893997445721584
"863"	"pericyte.cell"	"regulatory.t.cell"	0.00893655049151028
"201"	"capillary.endothelial.cell"	"classical.monocyte"	0.00888450148075025
"718"	"smooth.muscle.cell"	"nk.cell"	0.00887573964497041
"701"	"fibroblast"	"nk.cell"	0.00883935434281322
"32"	"respiratory.mucous.cell"	"cd1c.positive.myeloid.dendritic.cell"	0.00882723833543506
"767"	"basophil"	"plasmacytoid.dendritic.cell"	0.00879765395894428
"478"	"mesothelial.cell"	"mature.nk.t.cell"	0.00878477306002928
"287"	"macrophage"	"erythrocyte"	0.00878293601003764
"714"	"pulmonary.ionocyte"	"nk.cell"	0.00877893056664006
"10"	"capillary.aerocyte"	"cd1c.positive.myeloid.dendritic.cell"	0.00870406189555126
"411"	"respiratory.goblet.cell"	"intermediate.monocyte"	0.00854700854700855
"325"	"macrophage"	"hematopoietic.stem.cell"	0.00851393188854489
"778"	"intermediate.monocyte"	"plasmacytoid.dendritic.cell"	0.00850661625708885
"690"	"basal.cell"	"nk.cell"	0.00843881856540084
"619"	"capillary.endothelial.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00842358604091456
"775"	"endothelial.cell.of.artery"	"plasmacytoid.dendritic.cell"	0.00838926174496644
"654"	"bronchial.smooth.muscle.cell"	"neutrophil"	0.00836820083682008
"553"	"macrophage"	"naive.b.cell"	0.00834492350486787
"545"	"club.cell"	"naive.b.cell"	0.00831946755407654
"5"	"b.cell"	"cd1c.positive.myeloid.dendritic.cell"	0.00828729281767956
"891"	"fibroblast"	"type.i.nk.t.cell"	0.00819336337566571
"574"	"alveolar.fibroblast"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00816993464052288
"870"	"smooth.muscle.cell"	"regulatory.t.cell"	0.00816326530612245
"774"	"dendritic.cell"	"plasmacytoid.dendritic.cell"	0.0081383519837233
"126"	"classical.monocyte"	"cd8.positive..alpha.beta.t.cell"	0.00813008130081301
"679"	"serous.cell.of.epithelium.of.bronchus"	"neutrophil"	0.0081190798376184
"138"	"neutrophil"	"cd8.positive..alpha.beta.t.cell"	0.00811176205497972
"3"	"adventitial.cell"	"cd1c.positive.myeloid.dendritic.cell"	0.00810185185185185
"500"	"basal.cell"	"memory.b.cell"	0.00809716599190283
"551"	"lung.ciliated.cell"	"naive.b.cell"	0.00809523809523809
"472"	"endothelial.cell.of.lymphatic.vessel"	"mature.nk.t.cell"	0.00808080808080808
"220"	"pulmonary.ionocyte"	"classical.monocyte"	0.00804828973843058
"856"	"lung.microvascular.endothelial.cell"	"regulatory.t.cell"	0.00804828973843058
"384"	"alveolar.fibroblast"	"intermediate.monocyte"	0.00804289544235925
"583"	"club.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.0079155672823219
"727"	"b.cell"	"plasma.cell"	0.00791139240506329
"271"	"b.cell"	"erythrocyte"	0.00790513833992095
"393"	"club.cell"	"intermediate.monocyte"	0.00790067720090293
"175"	"myofibroblast.cell"	"cd141.positive.myeloid.dendritic.cell"	0.00786672836649699
"286"	"lung.microvascular.endothelial.cell"	"erythrocyte"	0.00784929356357928
"525"	"respiratory.goblet.cell"	"memory.b.cell"	0.0078125
"502"	"bronchial.smooth.muscle.cell"	"memory.b.cell"	0.00778210116731518
"722"	"vein.endothelial.cell"	"nk.cell"	0.00777604976671851
"566"	"smooth.muscle.cell"	"naive.b.cell"	0.00777000777000777
"688"	"alveolar.fibroblast"	"nk.cell"	0.00776914539400666
"874"	"vein.endothelial.cell"	"regulatory.t.cell"	0.00776699029126214
"493"	"vascular.associated.smooth.muscle.cell"	"mature.nk.t.cell"	0.00776053215077605
"259"	"respiratory.goblet.cell"	"endothelial.cell"	0.00773930753564155
"847"	"capillary.endothelial.cell"	"regulatory.t.cell"	0.0077007700770077
"651"	"b.cell"	"neutrophil"	0.00767620376831821
"44"	"basal.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.0076530612244898
"906"	"respiratory.mucous.cell"	"type.i.nk.t.cell"	0.00764525993883792
"304"	"vein.endothelial.cell"	"erythrocyte"	0.00763358778625954
"739"	"fibroblast"	"plasma.cell"	0.00763052208835341
"624"	"endothelial.cell.of.lymphatic.vessel"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00761772853185596
"160"	"bronchial.smooth.muscle.cell"	"cd141.positive.myeloid.dendritic.cell"	0.00761697497279652
"851"	"endothelial.cell.of.artery"	"regulatory.t.cell"	0.00759493670886076
"540"	"bronchial.smooth.muscle.cell"	"naive.b.cell"	0.00759219088937093
"717"	"serous.cell.of.epithelium.of.bronchus"	"nk.cell"	0.00756620428751576
"846"	"capillary.aerocyte"	"regulatory.t.cell"	0.00752688172043011
"501"	"basophil"	"memory.b.cell"	0.0075187969924812
"402"	"mesothelial.cell"	"intermediate.monocyte"	0.0075046904315197
"117"	"adventitial.cell"	"cd8.positive..alpha.beta.t.cell"	0.00747663551401869
"155"	"adventitial.cell"	"cd141.positive.myeloid.dendritic.cell"	0.00733496332518337
"132"	"intermediate.monocyte"	"cd8.positive..alpha.beta.t.cell"	0.00732356857523302
"784"	"neutrophil"	"plasmacytoid.dendritic.cell"	0.00731158605174353
"83"	"basophil"	"cd8.positive..alpha.beta.memory.t.cell"	0.0072992700729927
"896"	"mesothelial.cell"	"type.i.nk.t.cell"	0.0072992700729927
"147"	"serous.cell.of.epithelium.of.bronchus"	"cd8.positive..alpha.beta.t.cell"	0.00727994705493051
"198"	"bronchial.smooth.muscle.cell"	"classical.monocyte"	0.0072463768115942
"213"	"myofibroblast.cell"	"classical.monocyte"	0.00724309642372114
"161"	"bronchial.vessel.endothelial.cell"	"cd141.positive.myeloid.dendritic.cell"	0.00723140495867769
"172"	"lung.microvascular.endothelial.cell"	"cd141.positive.myeloid.dendritic.cell"	0.00719424460431655
"375"	"serous.cell.of.epithelium.of.bronchus"	"innate.lymphoid.cell"	0.00719424460431655
"536"	"alveolar.fibroblast"	"naive.b.cell"	0.00718562874251497
"738"	"endothelial.cell.of.lymphatic.vessel"	"plasma.cell"	0.00716612377850163
"625"	"fibroblast"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00708038317367763
"647"	"cd8.positive..alpha.beta.t.cell"	"neutrophil"	0.00707850707850708
"569"	"vascular.associated.smooth.muscle.cell"	"naive.b.cell"	0.007
"761"	"cd8.positive..alpha.beta.t.cell"	"plasmacytoid.dendritic.cell"	0.00699912510936133
"450"	"respiratory.mucous.cell"	"macrophage"	0.00698080279232112
"491"	"type.i.pneumocyte"	"mature.nk.t.cell"	0.00695047784535187
"589"	"lung.ciliated.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00691489361702128
"626"	"intermediate.monocyte"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00690846286701209
"272"	"basal.cell"	"erythrocyte"	0.0069060773480663
"530"	"type.ii.pneumocyte"	"memory.b.cell"	0.00688468158347676
"197"	"basophil"	"classical.monocyte"	0.00687757909215956
"565"	"serous.cell.of.epithelium.of.bronchus"	"naive.b.cell"	0.00687757909215956
"42"	"alveolar.fibroblast"	"cd4.positive..alpha.beta.memory.t.cell"	0.00687285223367698
"680"	"smooth.muscle.cell"	"neutrophil"	0.006859382655561
"883"	"bronchial.vessel.endothelial.cell"	"type.i.nk.t.cell"	0.00685714285714286
"66"	"plasma.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.00684931506849315
"461"	"b.cell"	"mature.nk.t.cell"	0.00684931506849315
"568"	"type.ii.pneumocyte"	"naive.b.cell"	0.00683060109289617
"267"	"cd8.positive..alpha.beta.t.cell"	"erythrocyte"	0.00681818181818182
"904"	"pulmonary.ionocyte"	"type.i.nk.t.cell"	0.00681431005110733
"890"	"endothelial.cell.of.lymphatic.vessel"	"type.i.nk.t.cell"	0.00672043010752688
"707"	"myofibroblast.cell"	"nk.cell"	0.00671742051052396
"908"	"smooth.muscle.cell"	"type.i.nk.t.cell"	0.00671140939597315
"37"	"vascular.associated.smooth.muscle.cell"	"cd1c.positive.myeloid.dendritic.cell"	0.00670498084291188
"227"	"vascular.associated.smooth.muscle.cell"	"classical.monocyte"	0.00670498084291188
"25"	"nk.cell"	"cd1c.positive.myeloid.dendritic.cell"	0.00668896321070234
"757"	"type.i.pneumocyte"	"plasma.cell"	0.00666666666666667
"507"	"club.cell"	"memory.b.cell"	0.00665188470066519
"471"	"endothelial.cell.of.artery"	"mature.nk.t.cell"	0.00662251655629139
"800"	"cd4.positive..alpha.beta.t.cell"	"platelet"	0.00657894736842105
"839"	"adventitial.cell"	"regulatory.t.cell"	0.00657894736842105
"637"	"plasmacytoid.dendritic.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.0065359477124183
"443"	"nk.cell"	"macrophage"	0.0065237651444548
"209"	"lung.ciliated.cell"	"classical.monocyte"	0.00652072659524919
"27"	"pericyte.cell"	"cd1c.positive.myeloid.dendritic.cell"	0.006519967400163
"146"	"respiratory.mucous.cell"	"cd8.positive..alpha.beta.t.cell"	0.00651041666666667
"577"	"basophil"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00650759219088937
"347"	"b.cell"	"innate.lymphoid.cell"	0.00646551724137931
"382"	"cd4.positive..alpha.beta.t.cell"	"intermediate.monocyte"	0.00646551724137931
"328"	"neutrophil"	"hematopoietic.stem.cell"	0.00646123260437376
"703"	"lung.ciliated.cell"	"nk.cell"	0.00645161290322581
"228"	"vein.endothelial.cell"	"classical.monocyte"	0.00644122383252818
"901"	"pericyte.cell"	"type.i.nk.t.cell"	0.00643974241030359
"601"	"respiratory.goblet.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00638977635782748
"383"	"adventitial.cell"	"intermediate.monocyte"	0.00632339656729901
"538"	"basal.cell"	"naive.b.cell"	0.00619195046439629
"171"	"lung.ciliated.cell"	"cd141.positive.myeloid.dendritic.cell"	0.00618752974773917
"541"	"bronchial.vessel.endothelial.cell"	"naive.b.cell"	0.00617283950617284
"716"	"respiratory.mucous.cell"	"nk.cell"	0.00611246943765281
"719"	"type.i.pneumocyte"	"nk.cell"	0.0060790273556231
"246"	"intermediate.monocyte"	"endothelial.cell"	0.0060560181680545
"464"	"bronchial.smooth.muscle.cell"	"mature.nk.t.cell"	0.00605326876513317
"156"	"alveolar.fibroblast"	"cd141.positive.myeloid.dendritic.cell"	0.00600240096038415
"622"	"dendritic.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00595238095238095
"864"	"plasma.cell"	"regulatory.t.cell"	0.00591715976331361
"803"	"b.cell"	"platelet"	0.00590128755364807
"531"	"vascular.associated.smooth.muscle.cell"	"memory.b.cell"	0.00588235294117647
"758"	"type.ii.pneumocyte"	"plasma.cell"	0.00584795321637427
"242"	"dendritic.cell"	"endothelial.cell"	0.00584339696143358
"498"	"alveolar.fibroblast"	"memory.b.cell"	0.00583941605839416
"521"	"pericyte.cell"	"memory.b.cell"	0.00580832526621491
"645"	"vascular.associated.smooth.muscle.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00580046403712297
"868"	"respiratory.mucous.cell"	"regulatory.t.cell"	0.00579710144927536
"418"	"vein.endothelial.cell"	"intermediate.monocyte"	0.00579374275782155
"634"	"non.classical.monocyte"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00578034682080925
"693"	"bronchial.vessel.endothelial.cell"	"nk.cell"	0.00577478344562079
"544"	"classical.monocyte"	"naive.b.cell"	0.00576368876080692
"26"	"non.classical.monocyte"	"cd1c.positive.myeloid.dendritic.cell"	0.0056980056980057
"4"	"alveolar.fibroblast"	"cd1c.positive.myeloid.dendritic.cell"	0.00568181818181818
"513"	"lung.ciliated.cell"	"memory.b.cell"	0.00562947799385875
"183"	"respiratory.goblet.cell"	"cd141.positive.myeloid.dendritic.cell"	0.00562851782363977
"563"	"respiratory.goblet.cell"	"naive.b.cell"	0.00559701492537313
"466"	"capillary.aerocyte"	"mature.nk.t.cell"	0.00558035714285714
"118"	"alveolar.fibroblast"	"cd8.positive..alpha.beta.t.cell"	0.00554870530209618
"858"	"mesothelial.cell"	"regulatory.t.cell"	0.00554785020804438
"368"	"non.classical.monocyte"	"innate.lymphoid.cell"	0.00552486187845304
"613"	"b.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00552486187845304
"113"	"vascular.associated.smooth.muscle.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0.00548696844993141
"888"	"dendritic.cell"	"type.i.nk.t.cell"	0.00548446069469835
"475"	"lung.ciliated.cell"	"mature.nk.t.cell"	0.00547808764940239
"529"	"type.i.pneumocyte"	"memory.b.cell"	0.00545950864422202
"677"	"respiratory.goblet.cell"	"neutrophil"	0.00542635658914729
"620"	"classical.monocyte"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00540540540540541
"878"	"alveolar.fibroblast"	"type.i.nk.t.cell"	0.00540540540540541
"90"	"dendritic.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0.00539083557951483
"449"	"respiratory.goblet.cell"	"macrophage"	0.00536480686695279
"741"	"lung.ciliated.cell"	"plasma.cell"	0.0053475935828877
"689"	"b.cell"	"nk.cell"	0.00534045393858478
"900"	"non.classical.monocyte"	"type.i.nk.t.cell"	0.00533807829181495
"579"	"bronchial.vessel.endothelial.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00533333333333333
"723"	"cd8.positive..alpha.beta.t.cell"	"plasma.cell"	0.00530503978779841
"773"	"club.cell"	"plasmacytoid.dendritic.cell"	0.00529100529100529
"324"	"lung.microvascular.endothelial.cell"	"hematopoietic.stem.cell"	0.0052863436123348
"889"	"endothelial.cell.of.artery"	"type.i.nk.t.cell"	0.00528401585204756
"749"	"pericyte.cell"	"plasma.cell"	0.00528169014084507
"515"	"macrophage"	"memory.b.cell"	0.00526315789473684
"829"	"respiratory.goblet.cell"	"platelet"	0.00523560209424084
"342"	"vein.endothelial.cell"	"hematopoietic.stem.cell"	0.00520381613183001
