"Lung"	"Spleen"	"value"
"570"	"vein.endothelial.cell"	"naive.b.cell"	0.00519031141868512
"221"	"respiratory.goblet.cell"	"classical.monocyte"	0.00517241379310345
"629"	"macrophage"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00515463917525773
"842"	"basal.cell"	"regulatory.t.cell"	0.00512820512820513
"169"	"fibroblast"	"cd141.positive.myeloid.dendritic.cell"	0.00511408339889851
"764"	"alveolar.fibroblast"	"plasmacytoid.dendritic.cell"	0.00508905852417303
"127"	"club.cell"	"cd8.positive..alpha.beta.t.cell"	0.00503959683225342
"254"	"non.classical.monocyte"	"endothelial.cell"	0.00503095975232198
"490"	"smooth.muscle.cell"	"mature.nk.t.cell"	0.00502933780385583
"222"	"respiratory.mucous.cell"	"classical.monocyte"	0.0050251256281407
"862"	"non.classical.monocyte"	"regulatory.t.cell"	0.0050251256281407
"284"	"intermediate.monocyte"	"erythrocyte"	0.0050125313283208
"53"	"endothelial.cell.of.artery"	"cd4.positive..alpha.beta.memory.t.cell"	0.005
"720"	"type.ii.pneumocyte"	"nk.cell"	0.005
"240"	"classical.monocyte"	"endothelial.cell"	0.0049618320610687
"514"	"lung.microvascular.endothelial.cell"	"memory.b.cell"	0.00488997555012225
"297"	"respiratory.goblet.cell"	"erythrocyte"	0.0048780487804878
"605"	"type.i.pneumocyte"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00486381322957198
"772"	"classical.monocyte"	"plasmacytoid.dendritic.cell"	0.00482160077145612
"892"	"intermediate.monocyte"	"type.i.nk.t.cell"	0.00481540930979133
"895"	"macrophage"	"type.i.nk.t.cell"	0.0048
"424"	"basal.cell"	"macrophage"	0.00479386385426654
"704"	"lung.microvascular.endothelial.cell"	"nk.cell"	0.00478468899521531
"638"	"pulmonary.ionocyte"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00476190476190476
"489"	"serous.cell.of.epithelium.of.bronchus"	"mature.nk.t.cell"	0.00475435816164818
"584"	"dendritic.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00475059382422803
"516"	"mesothelial.cell"	"memory.b.cell"	0.00474683544303797
"907"	"serous.cell.of.epithelium.of.bronchus"	"type.i.nk.t.cell"	0.00474683544303797
"848"	"classical.monocyte"	"regulatory.t.cell"	0.004739336492891
"400"	"lung.microvascular.endothelial.cell"	"intermediate.monocyte"	0.00472813238770686
"492"	"type.ii.pneumocyte"	"mature.nk.t.cell"	0.00471698113207547
"910"	"type.ii.pneumocyte"	"type.i.nk.t.cell"	0.00470957613814757
"154"	"cd4.positive..alpha.beta.t.cell"	"cd141.positive.myeloid.dendritic.cell"	0.0046801872074883
"43"	"b.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.00466200466200466
"417"	"vascular.associated.smooth.muscle.cell"	"intermediate.monocyte"	0.0046583850931677
"370"	"plasma.cell"	"innate.lymphoid.cell"	0.00463678516228748
"423"	"b.cell"	"macrophage"	0.0046339202965709
"627"	"lung.ciliated.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00457317073170732
"666"	"lung.microvascular.endothelial.cell"	"neutrophil"	0.00456273764258555
"885"	"capillary.endothelial.cell"	"type.i.nk.t.cell"	0.00456100342075257
"646"	"vein.endothelial.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00455580865603645
"905"	"respiratory.goblet.cell"	"type.i.nk.t.cell"	0.00454545454545455
"145"	"respiratory.goblet.cell"	"cd8.positive..alpha.beta.t.cell"	0.00453514739229025
"687"	"adventitial.cell"	"nk.cell"	0.00449438202247191
"697"	"club.cell"	"nk.cell"	0.00447761194029851
"743"	"macrophage"	"plasma.cell"	0.00445765230312036
"517"	"myofibroblast.cell"	"memory.b.cell"	0.00445544554455446
"631"	"myofibroblast.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00442913385826772
"528"	"smooth.muscle.cell"	"memory.b.cell"	0.0043859649122807
"845"	"bronchial.vessel.endothelial.cell"	"regulatory.t.cell"	0.0043859649122807
"305"	"cd8.positive..alpha.beta.t.cell"	"hematopoietic.stem.cell"	0.00435097897026831
"860"	"neutrophil"	"regulatory.t.cell"	0.00435097897026831
"524"	"pulmonary.ionocyte"	"memory.b.cell"	0.00434971726837756
"112"	"type.ii.pneumocyte"	"cd8.positive..alpha.beta.memory.t.cell"	0.00433839479392625
"894"	"lung.microvascular.endothelial.cell"	"type.i.nk.t.cell"	0.00431034482758621
"612"	"alveolar.fibroblast"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00429799426934097
"867"	"respiratory.goblet.cell"	"regulatory.t.cell"	0.00421052631578947
"759"	"vascular.associated.smooth.muscle.cell"	"plasma.cell"	0.00419287211740042
"294"	"plasma.cell"	"erythrocyte"	0.00417536534446764
"556"	"neutrophil"	"naive.b.cell"	0.00416377515614157
"268"	"cd4.positive..alpha.beta.t.cell"	"erythrocyte"	0.004149377593361
"912"	"vein.endothelial.cell"	"type.i.nk.t.cell"	0.004149377593361
"459"	"adventitial.cell"	"mature.nk.t.cell"	0.00413223140495868
"744"	"mesothelial.cell"	"plasma.cell"	0.00408163265306122
"496"	"cd4.positive..alpha.beta.t.cell"	"memory.b.cell"	0.00405679513184584
"600"	"pulmonary.ionocyte"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.0040394973070018
"581"	"capillary.endothelial.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00399467376830892
"564"	"respiratory.mucous.cell"	"naive.b.cell"	0.00398406374501992
"469"	"club.cell"	"mature.nk.t.cell"	0.00395256916996047
"603"	"serous.cell.of.epithelium.of.bronchus"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00395256916996047
"520"	"non.classical.monocyte"	"memory.b.cell"	0.00393700787401575
"614"	"basal.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00393700787401575
"11"	"capillary.endothelial.cell"	"cd1c.positive.myeloid.dendritic.cell"	0.00392927308447937
"606"	"type.ii.pneumocyte"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00391389432485323
"215"	"nk.cell"	"classical.monocyte"	0.00389105058365759
"580"	"capillary.aerocyte"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.0038860103626943
"223"	"serous.cell.of.epithelium.of.bronchus"	"classical.monocyte"	0.00388098318240621
"36"	"type.ii.pneumocyte"	"cd1c.positive.myeloid.dendritic.cell"	0.0038560411311054
"607"	"vascular.associated.smooth.muscle.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00384615384615385
"636"	"plasma.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00383141762452107
"373"	"respiratory.goblet.cell"	"innate.lymphoid.cell"	0.0038265306122449
"705"	"macrophage"	"nk.cell"	0.00380228136882129
"168"	"endothelial.cell.of.lymphatic.vessel"	"cd141.positive.myeloid.dendritic.cell"	0.00378310214375788
"770"	"capillary.aerocyte"	"plasmacytoid.dendritic.cell"	0.00373692077727952
"480"	"neutrophil"	"mature.nk.t.cell"	0.0037202380952381
"506"	"classical.monocyte"	"memory.b.cell"	0.00367647058823529
"535"	"adventitial.cell"	"naive.b.cell"	0.00364077669902913
"212"	"mesothelial.cell"	"classical.monocyte"	0.0036231884057971
"552"	"lung.microvascular.endothelial.cell"	"naive.b.cell"	0.0035650623885918
"1"	"cd8.positive..alpha.beta.t.cell"	"cd1c.positive.myeloid.dendritic.cell"	0.0035377358490566
"706"	"mesothelial.cell"	"nk.cell"	0.00352526439482961
"512"	"intermediate.monocyte"	"memory.b.cell"	0.00351493848857645
"547"	"endothelial.cell.of.artery"	"naive.b.cell"	0.00350877192982456
"510"	"endothelial.cell.of.lymphatic.vessel"	"memory.b.cell"	0.00347705146036161
"190"	"vein.endothelial.cell"	"cd141.positive.myeloid.dendritic.cell"	0.00347222222222222
"909"	"type.i.pneumocyte"	"type.i.nk.t.cell"	0.00346020761245675
"140"	"non.classical.monocyte"	"cd8.positive..alpha.beta.t.cell"	0.00345542501727713
"728"	"basal.cell"	"plasma.cell"	0.00333889816360601
"884"	"capillary.aerocyte"	"type.i.nk.t.cell"	0.00333704115684093
"573"	"adventitial.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00332778702163062
"911"	"vascular.associated.smooth.muscle.cell"	"type.i.nk.t.cell"	0.00330760749724366
"210"	"lung.microvascular.endothelial.cell"	"classical.monocyte"	0.00330578512396694
"902"	"plasma.cell"	"type.i.nk.t.cell"	0.00328947368421053
"103"	"pericyte.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0.00328227571115974
"306"	"cd4.positive..alpha.beta.t.cell"	"hematopoietic.stem.cell"	0.00327600327600328
"640"	"respiratory.mucous.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00325732899022801
"668"	"mesothelial.cell"	"neutrophil"	0.00324675324675325
"57"	"lung.ciliated.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.00323275862068966
"354"	"classical.monocyte"	"innate.lymphoid.cell"	0.0031813361611877
"585"	"endothelial.cell.of.artery"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00316455696202532
"826"	"plasma.cell"	"platelet"	0.00315258511979823
"729"	"basophil"	"plasma.cell"	0.00313971742543171
"630"	"mesothelial.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00310077519379845
"363"	"macrophage"	"innate.lymphoid.cell"	0.00309278350515464
"385"	"b.cell"	"intermediate.monocyte"	0.00309278350515464
"13"	"club.cell"	"cd1c.positive.myeloid.dendritic.cell"	0.00308641975308642
"632"	"neutrophil"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00306983883346124
"488"	"respiratory.mucous.cell"	"mature.nk.t.cell"	0.00304878048780488
"497"	"adventitial.cell"	"memory.b.cell"	0.00297176820208024
"134"	"lung.microvascular.endothelial.cell"	"cd8.positive..alpha.beta.t.cell"	0.00296515937731653
"110"	"smooth.muscle.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0.00294117647058824
"659"	"club.cell"	"neutrophil"	0.00294117647058824
"747"	"nk.cell"	"plasma.cell"	0.00292740046838408
"586"	"endothelial.cell.of.lymphatic.vessel"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00292611558156547
"511"	"fibroblast"	"memory.b.cell"	0.00291788245102126
"196"	"basal.cell"	"classical.monocyte"	0.00289017341040462
"51"	"club.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.00285714285714286
"85"	"bronchial.vessel.endothelial.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0.00284900284900285
"578"	"bronchial.smooth.muscle.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00284495021337127
"608"	"vein.endothelial.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00280898876404494
"49"	"capillary.endothelial.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.00277392510402219
"86"	"capillary.aerocyte"	"cd8.positive..alpha.beta.memory.t.cell"	0.00276625172890733
"280"	"dendritic.cell"	"erythrocyte"	0.00276243093922652
"710"	"non.classical.monocyte"	"nk.cell"	0.00275103163686382
"643"	"type.i.pneumocyte"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00269299820466786
"696"	"classical.monocyte"	"nk.cell"	0.00262123197903014
"593"	"myofibroblast.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00256147540983607
"554"	"mesothelial.cell"	"naive.b.cell"	0.00254777070063694
"616"	"bronchial.smooth.muscle.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00254129606099111
"726"	"alveolar.fibroblast"	"plasma.cell"	0.00253164556962025
"142"	"plasma.cell"	"cd8.positive..alpha.beta.t.cell"	0.00252312867956266
"180"	"plasma.cell"	"cd141.positive.myeloid.dendritic.cell"	0.00251256281407035
"639"	"respiratory.goblet.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00251256281407035
"419"	"cd8.positive..alpha.beta.t.cell"	"macrophage"	0.00249584026622296
"628"	"lung.microvascular.endothelial.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.0023696682464455
"504"	"capillary.aerocyte"	"memory.b.cell"	0.00236686390532544
"532"	"vein.endothelial.cell"	"memory.b.cell"	0.00233644859813084
"233"	"b.cell"	"endothelial.cell"	0.00229445506692161
"177"	"nk.cell"	"cd141.positive.myeloid.dendritic.cell"	0.00227920227920228
"730"	"bronchial.smooth.muscle.cell"	"plasma.cell"	0.00227790432801822
"487"	"respiratory.goblet.cell"	"mature.nk.t.cell"	0.00227272727272727
"68"	"pulmonary.ionocyte"	"cd4.positive..alpha.beta.memory.t.cell"	0.00227169468423444
"791"	"respiratory.goblet.cell"	"plasmacytoid.dendritic.cell"	0.00227014755959137
"54"	"endothelial.cell.of.lymphatic.vessel"	"cd4.positive..alpha.beta.memory.t.cell"	0.00224382946896036
"94"	"intermediate.monocyte"	"cd8.positive..alpha.beta.memory.t.cell"	0.00223214285714286
"898"	"neutrophil"	"type.i.nk.t.cell"	0.0022271714922049
"97"	"macrophage"	"cd8.positive..alpha.beta.memory.t.cell"	0.00222222222222222
"780"	"lung.microvascular.endothelial.cell"	"plasmacytoid.dendritic.cell"	0.00220994475138122
"152"	"vein.endothelial.cell"	"cd8.positive..alpha.beta.t.cell"	0.00219298245614035
"733"	"capillary.endothelial.cell"	"plasma.cell"	0.00215749730312837
"476"	"lung.microvascular.endothelial.cell"	"mature.nk.t.cell"	0.0021551724137931
"65"	"pericyte.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.00214132762312634
"648"	"cd4.positive..alpha.beta.t.cell"	"neutrophil"	0.0021398002853067
"652"	"basal.cell"	"neutrophil"	0.00213523131672598
"61"	"myofibroblast.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.00208116545265349
"108"	"respiratory.mucous.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0.00207900207900208
"332"	"plasma.cell"	"hematopoietic.stem.cell"	0.00204498977505112
"753"	"respiratory.goblet.cell"	"plasma.cell"	0.00204498977505112
"762"	"cd4.positive..alpha.beta.t.cell"	"plasmacytoid.dendritic.cell"	0.00202224469160768
"101"	"nk.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0.00202020202020202
"24"	"neutrophil"	"cd1c.positive.myeloid.dendritic.cell"	0.00201612903225806
"70"	"respiratory.mucous.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.002
"73"	"type.i.pneumocyte"	"cd4.positive..alpha.beta.memory.t.cell"	0.002
"591"	"macrophage"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.002
"786"	"non.classical.monocyte"	"plasmacytoid.dendritic.cell"	0.00199203187250996
"887"	"club.cell"	"type.i.nk.t.cell"	0.00196850393700787
"742"	"lung.microvascular.endothelial.cell"	"plasma.cell"	0.00194931773879142
"105"	"plasmacytoid.dendritic.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0.00192678227360308
"412"	"respiratory.mucous.cell"	"intermediate.monocyte"	0.00192122958693564
"760"	"vein.endothelial.cell"	"plasma.cell"	0.00188323917137476
"519"	"nk.cell"	"memory.b.cell"	0.00186683260734287
"462"	"basal.cell"	"mature.nk.t.cell"	0.00181488203266788
"592"	"mesothelial.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.00177935943060498
"482"	"non.classical.monocyte"	"mature.nk.t.cell"	0.00177619893428064
"80"	"alveolar.fibroblast"	"cd8.positive..alpha.beta.memory.t.cell"	0.00176678445229682
"93"	"fibroblast"	"cd8.positive..alpha.beta.memory.t.cell"	0.00175438596491228
"41"	"adventitial.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.00175131348511384
"527"	"serous.cell.of.epithelium.of.bronchus"	"memory.b.cell"	0.00172711571675302
"644"	"type.ii.pneumocyte"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00167785234899329
"724"	"cd4.positive..alpha.beta.t.cell"	"plasma.cell"	0.0016750418760469
"736"	"dendritic.cell"	"plasma.cell"	0.0016750418760469
"886"	"classical.monocyte"	"type.i.nk.t.cell"	0.00166666666666667
"715"	"respiratory.goblet.cell"	"nk.cell"	0.00165289256198347
"38"	"vein.endothelial.cell"	"cd1c.positive.myeloid.dendritic.cell"	0.0016025641025641
"474"	"intermediate.monocyte"	"mature.nk.t.cell"	0.0016025641025641
"477"	"macrophage"	"mature.nk.t.cell"	0.00159744408945687
"518"	"neutrophil"	"memory.b.cell"	0.00154679040989946
"84"	"bronchial.smooth.muscle.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0.00152905198776758
"92"	"endothelial.cell.of.lymphatic.vessel"	"cd8.positive..alpha.beta.memory.t.cell"	0.00151630022744503
"771"	"capillary.endothelial.cell"	"plasmacytoid.dendritic.cell"	0.00151515151515152
"869"	"serous.cell.of.epithelium.of.bronchus"	"regulatory.t.cell"	0.00149476831091181
"46"	"bronchial.smooth.muscle.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.00148588410104012
"611"	"adventitial.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.00145772594752187
"192"	"cd4.positive..alpha.beta.t.cell"	"classical.monocyte"	0.00144927536231884
"509"	"endothelial.cell.of.artery"	"memory.b.cell"	0.00141843971631206
"47"	"bronchial.vessel.endothelial.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.00138504155124654
"48"	"capillary.aerocyte"	"cd4.positive..alpha.beta.memory.t.cell"	0.00134589502018843
"75"	"vascular.associated.smooth.muscle.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.00133155792276964
"63"	"nk.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.00132890365448505
"55"	"fibroblast"	"cd4.positive..alpha.beta.memory.t.cell"	0.00130434782608696
"174"	"mesothelial.cell"	"cd141.positive.myeloid.dendritic.cell"	0.00127713920817369
"67"	"plasmacytoid.dendritic.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.00126823081800888
"446"	"plasma.cell"	"macrophage"	0.00125156445556946
"153"	"cd8.positive..alpha.beta.t.cell"	"cd141.positive.myeloid.dendritic.cell"	0.0012453300124533
"737"	"endothelial.cell.of.artery"	"plasma.cell"	0.00123762376237624
"505"	"capillary.endothelial.cell"	"memory.b.cell"	0.00121212121212121
"882"	"bronchial.smooth.muscle.cell"	"type.i.nk.t.cell"	0.00120336943441637
"298"	"respiratory.mucous.cell"	"erythrocyte"	0.00119904076738609
"465"	"bronchial.vessel.endothelial.cell"	"mature.nk.t.cell"	0.00113765642775882
"229"	"cd8.positive..alpha.beta.t.cell"	"endothelial.cell"	0.00109529025191676
"95"	"lung.ciliated.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0.00108636610537751
"360"	"intermediate.monocyte"	"innate.lymphoid.cell"	0.00103092783505155
"72"	"smooth.muscle.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0.000960614793467819
"420"	"cd4.positive..alpha.beta.t.cell"	"macrophage"	0.000957854406130268
"604"	"smooth.muscle.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.000932835820895522
"642"	"smooth.muscle.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0.000865051903114187
"587"	"fibroblast"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.000857632933104631
"100"	"neutrophil"	"cd8.positive..alpha.beta.memory.t.cell"	0.000853242320819113
"62"	"neutrophil"	"cd4.positive..alpha.beta.memory.t.cell"	0.000839630562552477
"595"	"nk.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0.000650618087182824
"99"	"myofibroblast.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0.000524658971668416
"230"	"cd4.positive..alpha.beta.t.cell"	"endothelial.cell"	0.000387446726075165
"2"	"cd4.positive..alpha.beta.t.cell"	"cd1c.positive.myeloid.dendritic.cell"	0
"31"	"respiratory.goblet.cell"	"cd1c.positive.myeloid.dendritic.cell"	0
"50"	"classical.monocyte"	"cd4.positive..alpha.beta.memory.t.cell"	0
"52"	"dendritic.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0
"56"	"intermediate.monocyte"	"cd4.positive..alpha.beta.memory.t.cell"	0
"58"	"lung.microvascular.endothelial.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0
"59"	"macrophage"	"cd4.positive..alpha.beta.memory.t.cell"	0
"60"	"mesothelial.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0
"64"	"non.classical.monocyte"	"cd4.positive..alpha.beta.memory.t.cell"	0
"69"	"respiratory.goblet.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0
"71"	"serous.cell.of.epithelium.of.bronchus"	"cd4.positive..alpha.beta.memory.t.cell"	0
"74"	"type.ii.pneumocyte"	"cd4.positive..alpha.beta.memory.t.cell"	0
"76"	"vein.endothelial.cell"	"cd4.positive..alpha.beta.memory.t.cell"	0
"79"	"adventitial.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0
"81"	"b.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0
"82"	"basal.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0
"87"	"capillary.endothelial.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0
"88"	"classical.monocyte"	"cd8.positive..alpha.beta.memory.t.cell"	0
"89"	"club.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0
"91"	"endothelial.cell.of.artery"	"cd8.positive..alpha.beta.memory.t.cell"	0
"96"	"lung.microvascular.endothelial.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0
"98"	"mesothelial.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0
"102"	"non.classical.monocyte"	"cd8.positive..alpha.beta.memory.t.cell"	0
"104"	"plasma.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0
"106"	"pulmonary.ionocyte"	"cd8.positive..alpha.beta.memory.t.cell"	0
"107"	"respiratory.goblet.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0
"109"	"serous.cell.of.epithelium.of.bronchus"	"cd8.positive..alpha.beta.memory.t.cell"	0
"111"	"type.i.pneumocyte"	"cd8.positive..alpha.beta.memory.t.cell"	0
"114"	"vein.endothelial.cell"	"cd8.positive..alpha.beta.memory.t.cell"	0
"191"	"cd8.positive..alpha.beta.t.cell"	"classical.monocyte"	0
"195"	"b.cell"	"classical.monocyte"	0
"218"	"plasma.cell"	"classical.monocyte"	0
"256"	"plasma.cell"	"endothelial.cell"	0
"408"	"plasma.cell"	"intermediate.monocyte"	0
"468"	"classical.monocyte"	"mature.nk.t.cell"	0
"484"	"plasma.cell"	"mature.nk.t.cell"	0
"494"	"vein.endothelial.cell"	"mature.nk.t.cell"	0
"495"	"cd8.positive..alpha.beta.t.cell"	"memory.b.cell"	0
"526"	"respiratory.mucous.cell"	"memory.b.cell"	0
"582"	"classical.monocyte"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0
"588"	"intermediate.monocyte"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0
"594"	"neutrophil"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0
"596"	"non.classical.monocyte"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0
"597"	"pericyte.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0
"598"	"plasma.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0
"599"	"plasmacytoid.dendritic.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0
"602"	"respiratory.mucous.cell"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	0
"617"	"bronchial.vessel.endothelial.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0
"621"	"club.cell"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0
"641"	"serous.cell.of.epithelium.of.bronchus"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	0
"674"	"plasma.cell"	"neutrophil"	0
"712"	"plasma.cell"	"nk.cell"	0
"732"	"capillary.aerocyte"	"plasma.cell"	0
"734"	"classical.monocyte"	"plasma.cell"	0
"735"	"club.cell"	"plasma.cell"	0
"740"	"intermediate.monocyte"	"plasma.cell"	0
"746"	"neutrophil"	"plasma.cell"	0
"748"	"non.classical.monocyte"	"plasma.cell"	0
"798"	"vein.endothelial.cell"	"plasmacytoid.dendritic.cell"	0
"877"	"adventitial.cell"	"type.i.nk.t.cell"	0
"880"	"basal.cell"	"type.i.nk.t.cell"	0
